brand,transmission,make_year,fuel_type,engine_capacity(CC),km_driven,ownership,price
Maruti,Manual,2012,Petrol,,42582,1st owner,288000
Honda,Manual,2013,Petrol,1198,62540,2nd owner,338000
Renault,Automatic,2020,Petrol,999,9819,1st owner,435000
Tata,Manual,2018,Petrol,1199,63153,1st owner,477000
Tata,Manual,2019,Petrol,1199,95660,1st owner,428000
Hyundai,Manual,2017,Petrol,1197,91444,2nd owner,562000
Nissan,Automatic,2015,Petrol,1198,47890,1st owner,407000
Datsun,Manual,2018,Petrol,799,108870,2nd owner,249000
Datsun,Manual,2017,Petrol,799,47610,1st owner,239000
Hyundai,Manual,2015,Diesel,1582,100902,1st owner,575000
Hyundai,Automatic,2021,Petrol,1353,46110,1st owner,1535000
Renault,Manual,2019,Petrol,999,51288,2nd owner,348000
Maruti,Manual,2017,Petrol,796,96378,2nd owner,256000
Maruti,Automatic,2017,Diesel,1248,95453,1st owner,609000
Maruti,Manual,2012,Petrol,998,61467,2nd owner,295000
Skoda,Manual,2021,Petrol,999,36691,1st owner,1240000
Hyundai,Manual,2011,Petrol,1197,89916,1st owner,259000
Ford,Manual,2017,Diesel,1498,97106,1st owner,572000
Tata,Automatic,2020,Petrol,1199,63677,2nd owner,835000
Maruti,Manual,2017,Petrol,1197,63852,1st owner,528000
Honda,Automatic,2019,Petrol,1199,55918,1st owner,623000
Maruti,Manual,2020,Petrol,1462,50172,1st owner,720000
Hyundai,Manual,2021,Petrol,998,52639,1st owner,824000
Hyundai,Manual,2011,Petrol,1197,91664,2nd owner,243000
Honda,Manual,2016,Petrol,1198,55189,2nd owner,400000
Ford,Manual,2018,Petrol,1194,60679,1st owner,553000
Tata,Manual,2020,Petrol,1199,61102,1st owner,624000
Maruti,Manual,2013,Diesel,1248,82552,1st owner,366000
Hyundai,Manual,2021,Petrol,1086,17789,1st owner,475000
Honda,Automatic,2019,Petrol,1799,87192,2nd owner,1493000
Ford,Manual,2020,Diesel,1498,40543,1st owner,810000
Maruti,Manual,2017,Petrol,796,47179,1st owner,293000
Maruti,Manual,2012,Petrol,1197,71115,3rd owner,306000
Ford,Manual,2018,Petrol,1497,57215,2nd owner,713000
Maruti,Automatic,2018,Petrol,1197,68760,1st owner,574000
Tata,Manual,2019,Petrol,1199,39154,1st owner,550000
Maruti,Automatic,2018,Petrol,1197,76836,1st owner,622000
MG,Automatic,2020,Petrol,1451,55007,2nd owner,1487000
Maruti,Manual,2014,Diesel,1248,98752,1st owner,514000
Honda,Manual,2015,Petrol,1497,98048,1st owner,515000
Maruti,Manual,2020,Petrol,1197,65323,1st owner,669000
Hyundai,Manual,2017,Petrol,1591,25980,1st owner,947000
Hyundai,Manual,2014,Petrol,814,59689,1st owner,242000
Maruti,Manual,2020,Petrol,1197,61979,1st owner,637000
Maruti,Manual,2017,Diesel,1248,101069,2nd owner,629000
Tata,Manual,2021,Petrol,1199,47778,1st owner,562000
Maruti,Manual,2014,Petrol,998,76934,2nd owner,333000
Maruti,Automatic,2022,Petrol,1462,41145,1st owner,1142000
Hyundai,Manual,2015,Petrol,1197,35155,2nd owner,405000
Maruti,Automatic,2018,Petrol,998,68971,2nd owner,435000
Mahindra,Automatic,2021,Diesel,2184,24914,2nd owner,1332000
Maruti,Manual,2018,Petrol,998,99649,1st owner,415000
Honda,Automatic,2023,Petrol,1199,21464,1st owner,845000
Hyundai,Manual,2017,Petrol,1197,73900,1st owner,603000
Maruti,Manual,2017,Petrol,998,92836,1st owner,385000
Maruti,Manual,2018,Petrol,998,92102,1st owner,370000
Toyota,Manual,2019,Petrol,1197,54895,1st owner,731000
Honda,Manual,2017,Petrol,1497,123133,1st owner,630000
Maruti,Manual,2014,Petrol,1197,62067,1st owner,416000
Honda,Manual,2014,Petrol,1497,98941,2nd owner,476000
Honda,Automatic,2017,Petrol,1497,89966,1st owner,669000
Honda,Manual,2016,Petrol,1198,81183,1st owner,429000
KIA,Manual,2022,Petrol,1353,19141,1st owner,1565000
Honda,Manual,2018,Petrol,1497,98990,1st owner,756000
Maruti,Automatic,2022,Petrol,1197,52707,2nd owner,706000
Maruti,Manual,2021,Petrol,796,45381,1st owner,358000
Maruti,Manual,2015,Diesel,1248,90513,1st owner,529000
Renault,Automatic,2020,Petrol,999,19391,1st owner,603000
Honda,Automatic,2018,Diesel,1498,100516,1st owner,617000
Honda,Manual,2019,Petrol,1199,20490,1st owner,695000
Maruti,Manual,2016,Petrol,1197,38120,1st owner,606000
Hyundai,Manual,2016,Petrol,1197,77521,2nd owner,573000
Honda,Manual,2015,Diesel,1498,95906,2nd owner,525000
MG,Manual,2019,Petrol,1451,37073,1st owner,1179000
Skoda,Automatic,2022,Petrol,999,19562,1st owner,1447000
Maruti,Automatic,2018,Petrol,998,14268,1st owner,494000
Hyundai,Manual,2016,Petrol,814,43699,2nd owner,305000
Maruti,Manual,2019,Petrol,1197,73813,2nd owner,629000
Hyundai,Manual,2017,Petrol,1591,92148,1st owner,863000
Honda,Manual,2017,Petrol,1199,59005,1st owner,512000
Honda,Manual,2014,Petrol,1198,97126,1st owner,327000
Hyundai,Manual,2017,Petrol,1197,38401,2nd owner,519000
Hyundai,Manual,2021,Petrol,998,57375,1st owner,820000
Tata,Automatic,2023,Petrol,1199,27320,1st owner,1071000
Hyundai,Automatic,2022,Petrol,1197,37286,1st owner,761000
Maruti,Manual,2020,Petrol,1197,67047,1st owner,489000
Hyundai,Manual,2017,Diesel,1582,103070,2nd owner,852000
KIA,Manual,2019,Petrol,,34598,2nd owner,1125000
Hyundai,Automatic,2019,Petrol,1086,66791,2nd owner,454000
Renault,Automatic,2016,Diesel,1461,93571,1st owner,621000
Tata,Manual,2020,Petrol,1199,49158,1st owner,668000
Honda,Manual,2018,Petrol,1199,95683,1st owner,661000
Hyundai,Manual,2017,Petrol,1197,40354,1st owner,510000
Datsun,Manual,2020,Petrol,999,27984,1st owner,341000
Maruti,Manual,2022,Petrol,1462,23327,1st owner,996000
Hyundai,Automatic,2020,Petrol,1197,61638,1st owner,657000
Skoda,Automatic,2017,Petrol,1598,106132,1st owner,683000
Mahindra,Manual,2020,Diesel,2179,94607,1st owner,1252000
Renault,Automatic,2021,Petrol,999,44865,1st owner,479000
Maruti,Manual,2021,Petrol,796,24463,1st owner,367000
Maruti,Automatic,2021,Petrol,1197,49950,1st owner,764000
Maruti,Manual,2019,Petrol,998,69332,1st owner,460000
Hyundai,Manual,2017,Petrol,1197,95737,2nd owner,553000
Hyundai,Manual,2016,Diesel,1396,123588,1st owner,585000
Hyundai,Manual,2020,Petrol,998,51652,1st owner,885000
Maruti,Manual,2020,Petrol,998,28358,1st owner,466000
Hyundai,Manual,2019,Petrol,1197,24312,1st owner,505000
Volkswagen,Automatic,2021,Petrol,999,37326,1st owner,1402000
Maruti,Manual,2019,Petrol,998,47066,2nd owner,326000
Skoda,Manual,2019,Petrol,1598,81413,2nd owner,835000
Maruti,Automatic,2019,Petrol,998,95456,1st owner,462000
Maruti,Manual,2017,Petrol,1197,85064,1st owner,431000
Hyundai,Manual,2012,Petrol,1197,59097,1st owner,367000
Tata,Automatic,2021,Petrol,1199,42078,1st owner,610000
Hyundai,Manual,2013,Petrol,1197,37308,2nd owner,311000
Maruti,Manual,2018,Petrol,1373,98119,1st owner,631000
Tata,Manual,2021,Petrol,1199,52679,1st owner,533000
Maruti,Automatic,2020,Petrol,998,47616,2nd owner,545000
Maruti,Manual,2021,Petrol,998,18842,2nd owner,405000
Honda,Manual,2018,Petrol,1199,73005,1st owner,588000
Maruti,Manual,2017,Petrol,1373,105815,2nd owner,545000
Tata,Manual,2019,Petrol,1198,72094,2nd owner,800000
Hyundai,Manual,2020,Petrol,1197,65743,1st owner,709000
Jeep,Automatic,2019,Petrol,,71324,2nd owner,1441000
Maruti,Automatic,2018,Diesel,1248,94745,1st owner,658000
Maruti,Manual,2020,Petrol,1462,61765,2nd owner,625000
Hyundai,Manual,2013,Petrol,1086,36586,1st owner,300000
Maruti,Automatic,2016,Petrol,998,69973,2nd owner,381000
Honda,Manual,2013,Petrol,1198,61406,2nd owner,288000
Maruti,Manual,2017,Petrol,1197,70873,1st owner,450000
Hyundai,Manual,2014,Petrol,1086,49024,1st owner,310000
Maruti,Manual,2020,CNG,998,80265,1st owner,486000
Maruti,Manual,2011,Petrol,998,72134,1st owner,183000
Hyundai,Automatic,2017,Petrol,1591,52180,2nd owner,926000
Datsun,Manual,2019,Petrol,1198,22849,2nd owner,385000
Honda,Manual,2017,Petrol,1199,53380,2nd owner,535000
Maruti,Manual,2013,Petrol,796,56184,2nd owner,217000
Tata,Automatic,2022,Petrol,1199,32111,1st owner,1113000
Hyundai,Automatic,2021,Petrol,1353,50026,1st owner,1601000
Maruti,Manual,2019,Petrol,1197,72496,2nd owner,439000
Maruti,Manual,2014,Petrol,1197,79520,1st owner,419000
Maruti,Manual,2017,Petrol,1197,77579,2nd owner,408000
Maruti,Automatic,2015,Petrol,998,75112,1st owner,382000
Tata,Automatic,2021,Petrol,1199,16677,1st owner,1110000
Maruti,Manual,2017,Petrol,796,46293,1st owner,293000
Hyundai,Manual,2019,Petrol,1197,45619,1st owner,500000
Hyundai,Manual,2013,Petrol,1197,54312,2nd owner,295000
Maruti,Automatic,2018,Petrol,998,64157,1st owner,406000
Maruti,Automatic,2020,Petrol,1197,32142,1st owner,767000
Hyundai,Manual,2018,Petrol,1197,35643,2nd owner,508000
Hyundai,Automatic,2019,Petrol,1197,33740,2nd owner,577000
Maruti,Manual,2019,Petrol,796,31475,1st owner,314000
Maruti,Manual,2014,Petrol,998,22765,1st owner,366000
Nissan,Manual,2018,Petrol,1198,97246,2nd owner,394000
KIA,Automatic,2020,Petrol,1353,56283,1st owner,1373000
Hyundai,Automatic,2015,Diesel,1582,95778,1st owner,926000
Hyundai,Automatic,2019,Petrol,998,60269,1st owner,870000
Maruti,Automatic,2019,Petrol,998,87744,1st owner,486000
Maruti,Manual,2019,Petrol,1197,52608,2nd owner,450000
Maruti,Automatic,2018,Petrol,1373,88132,1st owner,758000
Maruti,Automatic,2016,Petrol,998,85292,1st owner,317000
Volkswagen,Automatic,2021,Petrol,999,61526,1st owner,1289000
Maruti,Automatic,2017,Petrol,1197,72891,2nd owner,621000
Maruti,Manual,2019,Petrol,1197,58448,1st owner,657000
Hyundai,Manual,2016,Petrol,1086,38659,1st owner,411000
Hyundai,Automatic,2018,Petrol,1591,44229,1st owner,1135000
Hyundai,Manual,2011,Petrol,1197,58156,1st owner,268000
Tata,Manual,2022,Petrol,1199,22121,1st owner,1119000
Honda,Automatic,2019,Petrol,1497,41339,2nd owner,990000
Hyundai,Automatic,2017,Petrol,1591,64706,2nd owner,973000
Maruti,Automatic,2016,Petrol,998,87315,1st owner,406000
Honda,Manual,2017,Petrol,1497,113962,1st owner,671000
Volkswagen,Automatic,2022,Petrol,999,35918,1st owner,1454000
Maruti,Manual,2020,Petrol,796,30292,1st owner,351000
Maruti,Manual,2022,Petrol,796,10612,1st owner,417000
KIA,Manual,2021,Petrol,998,40234,1st owner,1060000
Maruti,Automatic,2021,Petrol,998,24059,1st owner,588000
Maruti,Automatic,2021,Petrol,1197,37541,1st owner,575000
Hyundai,Automatic,2020,Petrol,1086,72395,1st owner,503000
Maruti,Manual,2021,Petrol,998,26875,2nd owner,425000
Maruti,Manual,2017,Petrol,998,66341,1st owner,392000
Honda,Manual,2014,Petrol,1198,95495,1st owner,384000
Maruti,Automatic,2019,Petrol,998,52328,1st owner,500000
Tata,Automatic,2019,Diesel,1497,54466,2nd owner,951000
Tata,Automatic,2021,Petrol,1199,24019,1st owner,1070000
Maruti,Manual,2020,Petrol,796,13485,1st owner,344000
Maruti,Manual,2012,Petrol,998,76750,1st owner,285000
Maruti,Manual,2013,Petrol,796,48658,2nd owner,219000
Maruti,Automatic,2017,Petrol,998,53241,1st owner,480000
Maruti,Manual,2017,Petrol,998,62172,2nd owner,380000
Maruti,Automatic,2020,Petrol,1197,50380,2nd owner,478000
Renault,Automatic,2017,Petrol,1498,96474,1st owner,684000
Maruti,Manual,2013,Petrol,998,51088,2nd owner,297000
Hyundai,Automatic,2021,Petrol,1497,37842,1st owner,1224000
Hyundai,Manual,2011,Petrol,1197,75300,1st owner,246000
Honda,Automatic,2013,Petrol,,82163,2nd owner,373000
Hyundai,Automatic,2015,Petrol,1197,106313,1st owner,437000
Datsun,Manual,2020,Petrol,799,42479,1st owner,389000
Honda,Manual,2018,Petrol,1497,79571,2nd owner,816000
Honda,Manual,2014,Petrol,1198,90073,2nd owner,323000
Tata,Automatic,2020,Petrol,1199,85380,2nd owner,980000
Maruti,Manual,2020,Petrol,1197,77633,1st owner,488000
Maruti,Automatic,2018,Petrol,1462,50723,2nd owner,700000
MG,Manual,2021,Petrol,1451,36582,1st owner,1554000
Maruti,Automatic,2014,Petrol,998,98335,1st owner,343000
Ford,Automatic,2017,Petrol,1499,46927,1st owner,706000
Hyundai,Manual,2014,Petrol,1197,81987,1st owner,404000
Maruti,Manual,2016,Petrol,1197,93648,3rd owner,515000
Maruti,Automatic,2023,Petrol,998,17447,1st owner,612000
Hyundai,Manual,2016,Petrol,1197,101404,2nd owner,399000
Maruti,Manual,2018,Petrol,998,76210,1st owner,394000
Maruti,Manual,2018,Petrol,998,102564,1st owner,310000
Maruti,Manual,2017,Petrol,796,63989,2nd owner,271000
Hyundai,Manual,2016,Petrol,1197,88733,2nd owner,478000
Maruti,Manual,2020,Petrol,1197,52823,1st owner,504000
Honda,Manual,2017,Petrol,1199,91922,3rd owner,506000
Tata,Manual,2020,Petrol,1199,35548,1st owner,718000
Hyundai,Manual,2020,Petrol,,42064,1st owner,520000
Hyundai,Manual,2015,Diesel,1120,101450,2nd owner,405000
Honda,Manual,2013,Petrol,1198,82657,3rd owner,263000
Maruti,Automatic,2022,Petrol,,9301,1st owner,561000
Maruti,Automatic,2021,Petrol,1462,57002,1st owner,960000
Maruti,Manual,2014,Petrol,998,69455,1st owner,318000
Maruti,Manual,2020,Petrol,1197,48833,1st owner,479000
Hyundai,Manual,2019,Diesel,,84977,2nd owner,685000
Maruti,Automatic,2017,Petrol,,72308,1st owner,449000
Maruti,Manual,2014,Petrol,998,76186,1st owner,319000
Hyundai,Automatic,2020,Petrol,1086,48844,1st owner,570000
Maruti,Manual,2014,Petrol,998,98723,2nd owner,306000
Maruti,Manual,2017,Petrol,998,76079,1st owner,445000
Maruti,Manual,2022,Petrol,796,26385,1st owner,397000
Maruti,Automatic,2019,Petrol,1197,86242,1st owner,718000
Maruti,Manual,2023,Petrol,796,29652,1st owner,445000
Maruti,Manual,2018,Petrol,1197,78023,1st owner,539000
Hyundai,Manual,2019,Petrol,1591,98097,1st owner,1030000
KIA,Manual,2022,Petrol,998,21993,1st owner,1052000
Hyundai,Manual,2015,Petrol,1591,94782,1st owner,561000
Ford,Automatic,2017,Petrol,1496,79181,1st owner,759000
Datsun,Manual,2019,Petrol,1198,12049,1st owner,413000
Datsun,Manual,2016,Petrol,799,83097,1st owner,216000
Maruti,Manual,2022,Petrol,1197,31283,1st owner,823000
Honda,Manual,2013,Diesel,1498,98718,1st owner,317000
Hyundai,Manual,2016,Petrol,1086,48333,2nd owner,381000
Maruti,Manual,2023,Petrol,1462,18693,1st owner,1146000
Ford,Manual,2018,Diesel,1498,113894,1st owner,824000
Hyundai,Manual,2020,Petrol,1591,53893,1st owner,1160000
KIA,Automatic,2022,Diesel,1493,31317,1st owner,1764000
Honda,Manual,2017,Diesel,1498,88190,1st owner,708000
Maruti,Manual,2012,Petrol,998,72470,1st owner,261000
Hyundai,Automatic,2017,Petrol,1591,75759,2nd owner,975000
Maruti,Manual,2015,Petrol,998,30137,1st owner,360000
Maruti,Automatic,2023,Petrol,998,8023,1st owner,559000
Maruti,Manual,2022,Petrol,796,19886,1st owner,424000
Renault,Automatic,2022,Petrol,999,4159,1st owner,575000
Hyundai,Automatic,2017,Petrol,1591,84231,3rd owner,759000
Maruti,Manual,2021,Petrol,1197,45065,1st owner,702000
Mahindra,Manual,2021,Diesel,2179,59716,1st owner,1466000
Hyundai,Manual,2019,Petrol,1197,28275,2nd owner,717000
Honda,Manual,2019,Petrol,1199,37617,1st owner,683000
Hyundai,Manual,2019,Diesel,1396,76074,1st owner,703000
Volkswagen,Automatic,2021,Petrol,,60040,2nd owner,854000
Tata,Manual,2018,Petrol,1199,75958,1st owner,437000
Tata,Manual,2022,Petrol,1199,40544,1st owner,1132000
Maruti,Manual,2022,Petrol,1197,47913,1st owner,659000
Hyundai,Manual,2018,Petrol,1197,79225,2nd owner,637000
Mahindra,Automatic,2021,Petrol,1997,12287,1st owner,1475000
Hyundai,Manual,2018,Petrol,1197,52878,1st owner,532000
Renault,Manual,2020,Petrol,999,73577,1st owner,412000
Maruti,Manual,2013,Diesel,1248,69399,1st owner,431000
Hyundai,Automatic,2019,Petrol,1197,34527,1st owner,638000
Maruti,Automatic,2019,Petrol,1197,70948,2nd owner,666000
Mahindra,Automatic,2022,Petrol,1997,26217,2nd owner,1508000
Maruti,Automatic,2019,Petrol,1462,90208,2nd owner,827000
Honda,Automatic,2015,Petrol,1198,97541,1st owner,416000
Tata,Manual,2021,Petrol,1199,50947,1st owner,674000
Hyundai,Manual,2017,Petrol,1197,51984,2nd owner,566000
KIA,Manual,2022,Petrol,1497,11829,1st owner,1043000
Volkswagen,Manual,2019,Petrol,999,46821,2nd owner,657000
Toyota,Manual,2022,Petrol,1462,8351,1st owner,1004000
Maruti,Automatic,2018,Petrol,1197,39232,1st owner,693000
Maruti,Manual,2017,Petrol,1197,69538,1st owner,549000
Mahindra,Automatic,2022,Diesel,2184,42398,1st owner,2261000
Datsun,Manual,2016,Petrol,1198,104003,1st owner,241000
Toyota,Automatic,2022,Petrol,1197,18863,1st owner,846000
Maruti,Manual,2016,Petrol,998,31825,1st owner,319000
Maruti,Manual,2018,Petrol,1197,88421,1st owner,543000
Maruti,Manual,2018,Petrol,1197,61116,1st owner,565000
Ford,Automatic,2016,Petrol,1499,84675,2nd owner,584000
Hyundai,Automatic,2021,Petrol,1197,50284,1st owner,684000
Hyundai,Manual,2014,Petrol,1197,29243,2nd owner,484000
Hyundai,Automatic,2020,Petrol,1197,61410,1st owner,621000
Mahindra,Manual,2022,Petrol,1997,18132,1st owner,1934000
Mahindra,Manual,2021,Petrol,1997,52387,1st owner,1833000
Renault,Automatic,2017,Petrol,999,50408,1st owner,361000
Maruti,Automatic,2021,Petrol,1197,48361,1st owner,823000
Maruti,Manual,2017,Diesel,1248,36184,1st owner,823000
Maruti,Manual,2014,Petrol,1197,89851,1st owner,446000
Hyundai,Manual,2015,Petrol,1197,75398,1st owner,442000
Maruti,Manual,2017,Petrol,1197,47427,2nd owner,518000
Maruti,Automatic,2023,Petrol,998,17249,1st owner,702000
Mahindra,Manual,2022,Petrol,1197,35796,1st owner,1098000
Tata,Manual,2021,Petrol,1199,53746,1st owner,801000
Honda,Automatic,2011,Petrol,1799,104025,2nd owner,343000
Hyundai,Automatic,2023,Petrol,1497,14590,1st owner,1698000
Skoda,Manual,2017,Diesel,1498,118710,1st owner,698000
Maruti,Manual,2019,Petrol,1197,83105,2nd owner,672000
Hyundai,Manual,2016,Petrol,1197,34930,2nd owner,439000
MG,Automatic,2021,Petrol,1451,18179,1st owner,1600000
Hyundai,Manual,2016,Petrol,1197,69383,2nd owner,457000
Tata,Manual,2019,Petrol,1199,26825,1st owner,536000
Maruti,Automatic,2021,Petrol,1197,39564,2nd owner,632000
Maruti,Manual,2022,Petrol,1196,31936,1st owner,531000
KIA,Manual,2020,Petrol,1497,40530,1st owner,1136000
Maruti,Manual,2022,Petrol,,23526,2nd owner,454000
KIA,Automatic,2022,Diesel,1493,21050,1st owner,1803000
Hyundai,Manual,2017,Petrol,1591,50621,1st owner,865000
Honda,Manual,2022,Petrol,1199,41184,1st owner,707000
Maruti,Automatic,2019,Petrol,1197,40179,1st owner,673000
Maruti,Manual,2016,Petrol,1197,60581,1st owner,540000
Datsun,Automatic,2020,Petrol,,23581,2nd owner,331000
Maruti,Automatic,2023,Petrol,1197,14809,1st owner,807000
Maruti,Automatic,2019,Petrol,1197,9056,1st owner,690000
Maruti,Automatic,2017,Petrol,998,40400,1st owner,463000
Maruti,Manual,2019,Petrol,998,45465,1st owner,437000
Maruti,Manual,2020,CNG,998,63314,1st owner,570000
Honda,Manual,2018,Petrol,1497,69791,1st owner,741000
Renault,Manual,2016,Petrol,999,46900,1st owner,268000
Hyundai,Automatic,2020,Petrol,1197,36868,1st owner,724000
Hyundai,Manual,2018,Petrol,1197,121249,1st owner,617000
Tata,Automatic,2022,Diesel,1497,25552,1st owner,1136000
Honda,Automatic,2017,Petrol,1199,67158,1st owner,584000
Hyundai,Manual,2017,Petrol,1197,87637,1st owner,661000
Maruti,Manual,2022,Petrol,1197,11898,2nd owner,593000
Tata,Manual,2021,Petrol,1199,28728,1st owner,581000
Maruti,Manual,2017,Petrol,1197,31759,1st owner,627000
Datsun,Automatic,2019,Petrol,999,49836,1st owner,319000
Maruti,Automatic,2023,Petrol,1197,15833,1st owner,780000
Hyundai,Manual,2013,Diesel,1120,112381,2nd owner,327000
Renault,Automatic,2023,Petrol,999,3592,1st owner,568000
Honda,Manual,2018,Petrol,1497,64197,1st owner,772000
Renault,Automatic,2017,Petrol,,35592,2nd owner,344000
Maruti,Manual,2017,Petrol,1197,49184,1st owner,541000
Tata,Manual,2021,Petrol,1199,52065,1st owner,763000
Mahindra,Manual,2021,Petrol,1197,32102,1st owner,1055000
Hyundai,Manual,2017,Petrol,1197,66871,1st owner,597000
Maruti,Automatic,2021,Petrol,1197,25338,2nd owner,714000
Tata,Manual,2017,Petrol,1199,66846,1st owner,428000
Maruti,Automatic,2018,Diesel,1248,86032,1st owner,716000
Volkswagen,Manual,2022,Petrol,,19255,1st owner,1306000
Hyundai,Automatic,2019,Petrol,1086,30447,1st owner,503000
Tata,Automatic,2018,Petrol,1199,41120,2nd owner,482000
Mahindra,Manual,2019,Diesel,2179,47691,1st owner,1127000
Maruti,Manual,2016,Diesel,1248,115751,1st owner,739000
Maruti,Manual,2021,Petrol,1462,76902,1st owner,936000
Hyundai,Manual,2017,Petrol,1591,84881,1st owner,721000
Hyundai,Automatic,2018,Petrol,1197,23664,1st owner,610000
Mahindra,Manual,2021,Petrol,1197,15802,2nd owner,1022000
Hyundai,Manual,2013,Petrol,1086,66578,3rd owner,286000
Datsun,Automatic,2019,Petrol,999,17543,1st owner,329000
Hyundai,Manual,2020,Petrol,1197,47168,1st owner,654000
Hyundai,Manual,2014,Petrol,1197,107168,1st owner,382000
Maruti,Manual,2016,Diesel,1248,66434,1st owner,695000
Maruti,Automatic,2021,Petrol,1462,35713,2nd owner,940000
Maruti,Automatic,2021,Petrol,1462,51790,2nd owner,984000
Maruti,Manual,2017,Petrol,1197,85337,2nd owner,525000
Tata,Automatic,2018,Petrol,1198,69521,1st owner,798000
Mahindra,Automatic,2022,Petrol,1997,31604,1st owner,2007000
Tata,Manual,2017,Diesel,,42128,1st owner,746000
Hyundai,Manual,2018,Petrol,1197,31822,1st owner,493000
Skoda,Automatic,2022,Petrol,999,30564,1st owner,1503000
Maruti,Manual,2013,Diesel,1248,73764,1st owner,457000
Maruti,Manual,2022,Petrol,998,40152,2nd owner,460000
Nissan,Manual,2021,Petrol,999,35136,1st owner,732000
Honda,Automatic,2017,Petrol,1199,77402,1st owner,586000
Hyundai,Manual,2020,Petrol,1497,43929,1st owner,903000
Maruti,Manual,2021,Petrol,1197,20277,2nd owner,609000
Maruti,Manual,2017,Petrol,796,30827,2nd owner,292000
Nissan,Automatic,2019,Petrol,1198,58956,1st owner,515000
KIA,Manual,2023,Petrol,1197,36373,1st owner,898000
Hyundai,Automatic,2020,Petrol,1197,37352,1st owner,667000
Tata,Automatic,2021,Diesel,1956,44726,2nd owner,1927000
Volkswagen,Manual,2019,Petrol,,37326,1st owner,706000
Honda,Manual,2015,Petrol,1497,72749,1st owner,575000
Mahindra,Manual,2019,Petrol,1197,79535,1st owner,705000
Skoda,Manual,2018,Petrol,1598,50995,2nd owner,719000
Maruti,Automatic,2017,Petrol,998,50090,1st owner,404000
Datsun,Manual,2016,Petrol,799,90601,1st owner,216000
Tata,Automatic,2018,Petrol,1199,88033,1st owner,500000
Hyundai,Manual,2019,Petrol,1086,53906,2nd owner,410000
Mahindra,Manual,2022,Petrol,1197,27299,1st owner,1107000
Maruti,Manual,2018,Petrol,1197,64805,1st owner,617000
Skoda,Manual,2019,Petrol,1598,94695,1st owner,849000
Hyundai,Manual,2017,Petrol,1197,34719,1st owner,502000
Maruti,Automatic,2017,Petrol,1197,72585,1st owner,638000
Honda,Manual,2017,Petrol,1497,65552,1st owner,710000
Maruti,Manual,2021,Petrol,1197,52544,1st owner,721000
Honda,Manual,2013,Petrol,1198,99731,1st owner,398000
Hyundai,Manual,2018,Petrol,1197,94673,1st owner,497000
Maruti,Manual,2017,Petrol,796,99944,1st owner,277000
Hyundai,Automatic,2017,Petrol,1197,31654,1st owner,569000
Maruti,Manual,2017,Petrol,1373,91883,1st owner,635000
Maruti,Manual,2022,Petrol,1197,19796,1st owner,621000
Maruti,Automatic,2018,Petrol,1197,72465,2nd owner,589000
Renault,Automatic,2018,Petrol,999,56765,1st owner,394000
Honda,Manual,2013,Petrol,1497,62384,2nd owner,436000
Hyundai,Manual,2016,Petrol,1197,74476,2nd owner,460000
Volkswagen,Manual,2019,Diesel,,90094,2nd owner,729000
Maruti,Manual,2014,Petrol,,30103,2nd owner,250000
Toyota,Manual,2021,Petrol,1197,22352,1st owner,820000
Hyundai,Automatic,2018,Petrol,1591,60197,1st owner,1154000
Ford,Manual,2015,Diesel,,98881,2nd owner,507000
Volkswagen,Manual,2020,Petrol,999,53811,1st owner,706000
Maruti,Automatic,2016,Petrol,998,62667,1st owner,405000
KIA,Manual,2021,Petrol,998,26837,2nd owner,927000
KIA,Automatic,2021,Petrol,1353,56977,1st owner,1482000
Maruti,Manual,2018,Petrol,1197,31454,1st owner,596000
Hyundai,Manual,2020,Petrol,1197,65237,2nd owner,725000
Renault,Automatic,2019,Petrol,,15758,2nd owner,384000
Hyundai,Manual,2019,Petrol,1197,44130,1st owner,629000
Maruti,Manual,2018,Petrol,1197,63755,1st owner,615000
Renault,Manual,2023,Petrol,999,25037,1st owner,820000
Honda,Manual,2020,Petrol,1199,24093,1st owner,756000
Renault,Automatic,2019,Petrol,1498,11183,2nd owner,816000
Maruti,Manual,2016,Petrol,998,31602,1st owner,319000
Maruti,Manual,2022,Petrol,1462,20719,1st owner,898000
Volkswagen,Manual,2017,Petrol,1198,69020,1st owner,511000
Tata,Manual,2020,Diesel,1956,38652,1st owner,1548000
Maruti,Manual,2023,Petrol,1197,13861,1st owner,805000
Tata,Manual,2022,Petrol,1199,43093,1st owner,796000
Renault,Manual,2020,Petrol,,41131,1st owner,402000
Mahindra,Automatic,2021,Petrol,1997,50721,1st owner,1430000
KIA,Manual,2021,Diesel,1493,48799,1st owner,1270000
Maruti,Manual,2021,Petrol,1197,56714,1st owner,717000
Hyundai,Manual,2018,Petrol,1197,71503,2nd owner,637000
Hyundai,Automatic,2013,Petrol,,32902,1st owner,415000
Hyundai,Manual,2012,Diesel,1582,119088,3rd owner,387000
Maruti,Manual,2021,Petrol,1462,25449,1st owner,817000
Hyundai,Manual,2017,Petrol,1197,71416,1st owner,480000
KIA,Manual,2022,Diesel,1493,37140,1st owner,1250000
Maruti,Manual,2017,Petrol,1197,45551,1st owner,562000
Maruti,Automatic,2018,Petrol,998,18827,1st owner,459000
Tata,Manual,2021,Petrol,1199,37608,1st owner,763000
Maruti,Manual,2021,Petrol,998,16759,1st owner,448000
Maruti,Manual,2020,Petrol,1197,75112,2nd owner,656000
